Dx5,Fx5,Dx4,Fx4,Dx3,Fx3,Dx2,Fx2,Dx1.5,Fx1.5,Dx1.2,Fx1.2,Dx1,Fx1,Dx0.875,Fx0.875
,,,,,,,,,,,,0.989305,747,,
,,,,,,,,,,,,0.989317,747,,
,,,,,,,,,,,,0.98933,747,,
,,,,,,,,,,,,0.989342,746,,
,,,,,,,,,,,,0.989354,746,,
,,,,,,,,,,,,0.989367,746,,
,,,,,,,,,,,,0.989379,746,,
,,,,,,,,,,,,0.989391,746,,
,,,,,,,,,,,,0.989404,746,,
,,,,,,,,,,,,0.989416,746,,
,,,,,,,,,,,,0.989428,746,,
,,,,,,,,,,,,0.989441,746,,
,,,,,,,,,,,,0.989453,746,,
,,,,,,,,,,,,0.989465,746,,
,,,,,,,,,,,,0.989478,746,,
,,,,,,,,,,,,0.98949,746,,
,,,,,,,,,,,,0.989502,746,,
,,,,,,,,,,,,0.989514,746,,
,,,,,,,,,,,,0.989527,746,,
,,,,,,,,,,,,0.989539,746,,
,,,,,,,,,,,,0.989551,746,,
,,,,,,,,,,,,0.989564,746,,
,,,,,,,,,,,,0.989576,746,,
,,,,,,,,,,,,0.989588,746,,
,,,,,,,,,,,,0.989601,746,,
,,,,,,,,,,,,0.989613,745,,
,,,,,,,,,,,,0.989625,745,,
,,,,,,,,,,,,0.989638,745,,
,,,,,,,,,,,,0.98965,745,,
,,,,,,,,,,,,0.989662,745,,
,,,,,,,,,,,,0.989675,745,,
,,,,,,,,,,,,0.989687,745,,
,,,,,,,,,,,,0.989699,745,,
,,,,,,,,,,,,0.989712,745,,
,,,,,,,,,,,,0.989724,745,,
,,,,,,,,,,,,0.989736,745,,
,,,,,,,,,,,,0.989748,745,,
,,,,,,,,,,,,0.989761,745,,
,,,,,,,,,,,,0.989773,745,,
,,,,,,,,,,,,0.989785,745,,
,,,,,,,,,,,,0.989798,745,,
,,,,,,,,,,,,0.98981,745,,
,,,,,,,,,,,,0.989822,745,,
,,,,,,,,,,,,0.989835,745,,
,,,,,,,,,,,,0.989847,745,,
,,,,,,,,,,,,0.989859,745,,
,,,,,,,,,,,,0.989872,746,,
,,,,,,,,,,,,0.989884,746,,
,,,,,,,,,,,,0.989896,746,,
,,,,,,,,,,,,0.989909,746,,
,,,,,,,,,,,,0.989921,746,,
,,,,,,,,,,,,0.989933,746,,
,,,,,,,,,,,,0.989945,746,,
,,,,,,,,,,,,0.989958,746,,
,,,,,,,,,,,,0.98997,746,,
,,,,,,,,,,,,0.989982,746,,
,,,,,,,,,,,,0.989995,746,,
,,,,,,,,,,,,0.990007,746,,
,,,,,,,,,,,,0.990019,746,,
,,,,,,,,,,,,0.990032,746,,
,,,,,,,,,,,,0.990044,746,,
,,,,,,,,,,,,0.990056,746,,
,,,,,,,,,,,,0.990069,746,,
,,,,,,,,,,,,0.990081,746,,
,,,,,,,,,,,,0.990093,746,,
,,,,,,,,,,,,0.990106,746,,
,,,,,,,,,,,,0.990118,746,,
,,,,,,,,,,,,0.99013,746,,
,,,,,,,,,,,,0.990143,746,,
,,,,,,,,,,,,0.990155,746,,
,,,,,,,,,,,,0.990167,746,,
,,,,,,,,,,,,0.990179,746,,
,,,,,,,,,,,,0.990192,746,,
,,,,,,,,,,,,0.990204,746,,
,,,,,,,,,,,,0.990216,746,,
,,,,,,,,,,,,0.990229,746,,
,,,,,,,,,,,,0.990241,747,,
,,,,,,,,,,,,0.990253,747,,
,,,,,,,,,,,,0.990266,747,,
,,,,,,,,,,,,0.990278,747,,
,,,,,,,,,,,,0.99029,747,,
,,,,,,,,,,,,0.990303,747,,
,,,,,,,,,,,,0.990315,747,,
,,,,,,,,,,,,0.990327,747,,
,,,,,,,,,,,,0.99034,747,,
,,,,,,,,,,,,0.990352,747,,
,,,,,,,,,,,,0.990364,747,,
,,,,,,,,,,,,0.990377,747,,
,,,,,,,,,,,,0.990389,747,,
,,,,,,,,,,,,0.990401,747,,
,,,,,,,,,,,,0.990413,747,,
,,,,,,,,,,,,0.990426,747,,
,,,,,,,,,,,,0.990438,748,,
,,,,,,,,,,,,0.99045,748,,
,,,,,,,,,,,,0.990463,748,,
,,,,,,,,,,,,0.990475,748,,
,,,,,,,,,,,,0.990487,748,,
,,,,,,,,,,,,0.9905,748,,
,,,,,,,,,,,,0.990512,748,,
,,,,,,,,,,,,0.990524,748,,
,,,,,,,,,,,,0.990537,748,,
,,,,,,,,,,,,0.990549,748,,
,,,,,,,,,,,,0.990561,749,,
,,,,,,,,,,,,0.990574,749,,
,,,,,,,,,,,,0.990586,749,,
,,,,,,,,,,,,0.990598,749,,
,,,,,,,,,,,,0.990611,749,,
,,,,,,,,,,,,0.990623,749,,
,,,,,,,,,,,,0.990635,749,,
,,,,,,,,,,,,0.990647,749,,
,,,,,,,,,,,,0.99066,750,,
,,,,,,,,,,,,0.990672,750,,
,,,,,,,,,,,,0.990684,750,,
,,,,,,,,,,,,0.990697,750,,
,,,,,,,,,,,,0.990709,750,,
,,,,,,,,,,,,0.990721,750,,
,,,,,,,,,,,,0.990734,750,,
,,,,,,,,,,,,0.990746,750,,
,,,,,,,,,,,,0.990758,751,,
,,,,,,,,,,,,0.990771,751,,
,,,,,,,,,,,,0.990783,751,,
,,,,,,,,,,,,0.990795,751,,
,,,,,,,,,,,,0.990808,751,,
,,,,,,,,,,,,0.99082,751,,
,,,,,,,,,,,,0.990832,751,,
,,,,,,,,,,,,0.990844,751,,
,,,,,,,,,,,,0.990857,752,,
,,,,,,,,,,,,0.990869,752,,
,,,,,,,,,,,,0.990881,752,,
,,,,,,,,,,,,0.990894,752,,
,,,,,,,,,,,,0.990906,752,,
,,,,,,,,,,,,0.990918,752,,
,,,,,,,,,,,,0.990931,752,,
,,,,,,,,,,,,0.990943,752,,
,,,,,,,,,,,,0.990955,752,,
,,,,,,,,,,,,0.990968,751,,
,,,,,,,,,,,,0.99098,751,,
,,,,,,,,,,,,0.990992,751,,
,,,,,,,,,,,,0.991005,751,,
,,,,,,,,,,,,0.991017,751,,
,,,,,,,,,,,,0.991029,751,,
,,,,,,,,,,,,0.991042,751,,
,,,,,,,,,,,,0.991054,751,,
,,,,,,,,,,,,0.991066,751,,
,,,,,,,,,,,,0.991078,751,,
,,,,,,,,,,,,0.991091,752,,
,,,,,,,,,,,,0.991103,752,,
,,,,,,,,,,,,0.991115,752,,
,,,,,,,,,,,,0.991128,752,,
,,,,,,,,,,,,0.99114,752,,
,,,,,,,,,,,,0.991152,752,,
,,,,,,,,,,,,0.991165,752,,
,,,,,,,,,,,,0.991177,752,,
,,,,,,,,,,,,0.991189,752,,
,,,,,,,,,,,,0.991202,752,,
,,,,,,,,,,,,0.991214,752,,
,,,,,,,,,,,,0.991226,752,,
,,,,,,,,,,,,0.991239,752,,
,,,,,,,,,,,,0.991251,752,,
,,,,,,,,,,,,0.991263,752,,
,,,,,,,,,,,,0.991276,752,,
,,,,,,,,,,,,0.991288,752,,
,,,,,,,,,,,,0.9913,752,,
,,,,,,,,,,,,0.991312,751,,
,,,,,,,,,,,,0.991325,751,,
,,,,,,,,,,,,0.991337,751,,
,,,,,,,,,,,,0.991349,751,,
,,,,,,,,,,,,0.991362,751,,
,,,,,,,,,,,,0.991374,751,,
,,,,,,,,,,,,0.991386,751,,
,,,,,,,,,,,,0.991399,751,,
,,,,,,,,,,,,0.991411,751,,
,,,,,,,,,,,,0.991423,750,,
,,,,,,,,,,,,0.991436,750,,
,,,,,,,,,,,,0.991448,750,,
,,,,,,,,,,,,0.99146,750,,
,,,,,,,,,,,,0.991473,750,,
,,,,,,,,,,,,0.991485,750,,
,,,,,,,,,,,,0.991497,750,,
,,,,,,,,,,,,0.99151,750,,
,,,,,,,,,,,,0.991522,750,,
,,,,,,,,,,,,0.991534,750,,
,,,,,,,,,,,,0.991546,750,,
,,,,,,,,,,,,0.991559,750,,
,,,,,,,,,,,,0.991571,750,,
,,,,,,,,,,,,0.991583,750,,
,,,,,,,,,,,,0.991596,750,,
,,,,,,,,,,,,0.991608,750,,
,,,,,,,,,,,,0.99162,750,,
,,,,,,,,,,,,0.991633,750,,
,,,,,,,,,,,,0.991645,750,,
,,,,,,,,,,,,0.991657,750,,
,,,,,,,,,,,,0.99167,750,,
,,,,,,,,,,,,0.991682,750,,
,,,,,,,,,,,,0.991694,750,,
,,,,,,,,,,,,0.991707,750,,
,,,,,,,,,,,,0.991719,750,,
,,,,,,,,,,,,0.991731,750,,
,,,,,,,,,,,,0.991743,750,,
,,,,,,,,,,,,0.991756,750,,
,,,,,,,,,,,,0.991768,750,,
,,,,,,,,,,,,0.99178,750,,
,,,,,,,,,,,,0.991793,750,,
,,,,,,,,,,,,0.991805,751,,
,,,,,,,,,,,,0.991817,751,,
,,,,,,,,,,,,0.99183,751,,
,,,,,,,,,,,,0.991842,751,,
,,,,,,,,,,,,0.991854,752,,
,,,,,,,,,,,,0.991867,752,,
,,,,,,,,,,,,0.991879,752,,
,,,,,,,,,,,,0.991891,752,,
,,,,,,,,,,,,0.991904,752,,
,,,,,,,,,,,,0.991916,752,,
,,,,,,,,,,,,0.991928,753,,
,,,,,,,,,,,,0.991941,753,,
,,,,,,,,,,,,0.991953,753,,
,,,,,,,,,,,,0.991965,753,,
,,,,,,,,,,,,0.991977,753,,
,,,,,,,,,,,,0.99199,753,,
,,,,,,,,,,,,0.992002,753,,
,,,,,,,,,,,,0.992014,753,,
,,,,,,,,,,,,0.992027,753,,
,,,,,,,,,,,,0.992039,753,,
,,,,,,,,,,,,0.992051,753,,
,,,,,,,,,,,,0.992064,753,,
,,,,,,,,,,,,0.992076,752,,
,,,,,,,,,,,,0.992088,752,,
,,,,,,,,,,,,0.992101,752,,
,,,,,,,,,,,,0.992113,752,,
,,,,,,,,,,,,0.992125,752,,
,,,,,,,,,,,,0.992138,752,,
,,,,,,,,,,,,0.99215,752,,
,,,,,,,,,,,,0.992162,751,,
,,,,,,,,,,,,0.992175,751,,
,,,,,,,,,,,,0.992187,751,,
,,,,,,,,,,,,0.992199,751,,
,,,,,,,,,,,,0.992211,751,,
,,,,,,,,,,,,0.992224,751,,
,,,,,,,,,,,,0.992236,751,,
,,,,,,,,,,,,0.992248,751,,
,,,,,,,,,,,,0.992261,751,,
,,,,,,,,,,,,0.992273,751,,
,,,,,,,,,,,,0.992285,751,,
,,,,,,,,,,,,0.992298,751,,
,,,,,,,,,,,,0.99231,751,,
,,,,,,,,,,,,0.992322,751,,
,,,,,,,,,,,,0.992335,751,,
,,,,,,,,,,,,0.992347,751,,
,,,,,,,,,,,,0.992359,751,,
,,,,,,,,,,,,0.992372,751,,
,,,,,,,,,,,,0.992384,752,,
,,,,,,,,,,,,0.992396,752,,
,,,,,,,,,,,,0.992409,752,,
,,,,,,,,,,,,0.992421,752,,
,,,,,,,,,,,,0.992433,752,,
,,,,,,,,,,,,0.992445,752,,
,,,,,,,,,,,,0.992458,752,,
,,,,,,,,,,,,0.99247,752,,
,,,,,,,,,,,,0.992482,752,,
,,,,,,,,,,,,0.992495,752,,
,,,,,,,,,,,,0.992507,752,,
,,,,,,,,,,,,0.992519,752,,
,,,,,,,,,,,,0.992532,751,,
,,,,,,,,,,,,0.992544,751,,
,,,,,,,,,,,,0.992556,751,,
,,,,,,,,,,,,0.992569,751,,
,,,,,,,,,,,,0.992581,751,,
,,,,,,,,,,,,0.992593,751,,
,,,,,,,,,,,,0.992606,751,,
,,,,,,,,,,,,0.992618,751,,
,,,,,,,,,,,,0.99263,751,,
,,,,,,,,,,,,0.992642,751,,
,,,,,,,,,,,,0.992655,751,,
,,,,,,,,,,,,0.992667,751,,
,,,,,,,,,,,,0.992679,751,,
,,,,,,,,,,,,0.992692,751,,
,,,,,,,,,,,,0.992704,751,,
,,,,,,,,,,,,0.992716,751,,
,,,,,,,,,,,,0.992729,751,,
,,,,,,,,,,,,0.992741,751,,
,,,,,,,,,,,,0.992753,751,,
,,,,,,,,,,,,0.992766,751,,
,,,,,,,,,,,,0.992778,751,,
,,,,,,,,,,,,0.99279,751,,
,,,,,,,,,,,,0.992803,751,,
,,,,,,,,,,,,0.992815,751,,
,,,,,,,,,,,,0.992827,751,,
,,,,,,,,,,,,0.99284,751,,
,,,,,,,,,,,,0.992852,751,,
,,,,,,,,,,,,0.992864,751,,
,,,,,,,,,,,,0.992876,751,,
,,,,,,,,,,,,0.992889,751,,
,,,,,,,,,,,,0.992901,751,,
,,,,,,,,,,,,0.992913,751,,
,,,,,,,,,,,,0.992926,751,,
,,,,,,,,,,,,0.992938,751,,
,,,,,,,,,,,,0.99295,751,,
,,,,,,,,,,,,0.992963,751,,
,,,,,,,,,,,,0.992975,751,,
,,,,,,,,,,,,0.992987,751,,
,,,,,,,,,,,,0.993,751,,
,,,,,,,,,,,,0.993012,751,,
,,,,,,,,,,,,0.993024,751,,
,,,,,,,,,,,,0.993037,751,,
,,,,,,,,,,,,0.993049,750,,
,,,,,,,,,,,,0.993061,750,,
,,,,,,,,,,,,0.993074,750,,
,,,,,,,,,,,,0.993086,750,,
,,,,,,,,,,,,0.993098,750,,
,,,,,,,,,,,,0.99311,750,,
,,,,,,,,,,,,0.993123,750,,
,,,,,,,,,,,,0.993135,750,,
,,,,,,,,,,,,0.993147,750,,
,,,,,,,,,,,,0.99316,750,,
,,,,,,,,,,,,0.993172,750,,
,,,,,,,,,,,,0.993184,750,,
,,,,,,,,,,,,0.993197,750,,
,,,,,,,,,,,,0.993209,750,,
,,,,,,,,,,,,0.993221,750,,
,,,,,,,,,,,,0.993234,750,,
,,,,,,,,,,,,0.993246,750,,
,,,,,,,,,,,,0.993258,750,,
,,,,,,,,,,,,0.993271,750,,
,,,,,,,,,,,,0.993283,750,,
,,,,,,,,,,,,0.993295,750,,
,,,,,,,,,,,,0.993308,750,,
,,,,,,,,,,,,0.99332,750,,
,,,,,,,,,,,,0.993332,751,,
,,,,,,,,,,,,0.993344,751,,
,,,,,,,,,,,,0.993357,751,,
,,,,,,,,,,,,0.993369,751,,
,,,,,,,,,,,,0.993381,751,,
,,,,,,,,,,,,0.993394,751,,
,,,,,,,,,,,,0.993406,751,,
,,,,,,,,,,,,0.993418,751,,
,,,,,,,,,,,,0.993431,751,,
,,,,,,,,,,,,0.993443,750,,
,,,,,,,,,,,,0.993455,750,,
,,,,,,,,,,,,0.993468,750,,
,,,,,,,,,,,,0.99348,750,,
,,,,,,,,,,,,0.993492,750,,
,,,,,,,,,,,,0.993505,750,,
,,,,,,,,,,,,0.993517,750,,
,,,,,,,,,,,,0.993529,750,,
,,,,,,,,,,,,0.993541,750,,
,,,,,,,,,,,,0.993554,750,,
,,,,,,,,,,,,0.993566,750,,
,,,,,,,,,,,,0.993578,750,,
,,,,,,,,,,,,0.993591,750,,
,,,,,,,,,,,,0.993603,751,,
,,,,,,,,,,,,0.993615,751,,
,,,,,,,,,,,,0.993628,751,,
,,,,,,,,,,,,0.99364,751,,
,,,,,,,,,,,,0.993652,751,,
,,,,,,,,,,,,0.993665,751,,
,,,,,,,,,,,,0.993677,751,,
,,,,,,,,,,,,0.993689,751,,
,,,,,,,,,,,,0.993702,751,,
,,,,,,,,,,,,0.993714,751,,
,,,,,,,,,,,,0.993726,751,,
,,,,,,,,,,,,0.993739,751,,
,,,,,,,,,,,,0.993751,751,,
,,,,,,,,,,,,0.993763,751,,
,,,,,,,,,,,,0.993775,751,,
,,,,,,,,,,,,0.993788,751,,
,,,,,,,,,,,,0.9938,751,,
,,,,,,,,,,,,0.993812,751,,
,,,,,,,,,,,,0.993825,751,,
,,,,,,,,,,,,0.993837,751,,
,,,,,,,,,,,,0.993849,751,,
,,,,,,,,,,,,0.993862,751,,
,,,,,,,,,,,,0.993874,752,,
,,,,,,,,,,,,0.993886,752,,
,,,,,,,,,,,,0.993899,752,,
,,,,,,,,,,,,0.993911,752,,
,,,,,,,,,,,,0.993923,752,,
,,,,,,,,,,,,0.993936,752,,
,,,,,,,,,,,,0.993948,752,,
,,,,,,,,,,,,0.99396,752,,
,,,,,,,,,,,,0.993973,752,,
,,,,,,,,,,,,0.993985,752,,
,,,,,,,,,,,,0.993997,752,,
,,,,,,,,,,,,0.994009,752,,
,,,,,,,,,,,,0.994022,752,,
,,,,,,,,,,,,0.994034,752,,
,,,,,,,,,,,,0.994046,752,,
,,,,,,,,,,,,0.994059,751,,
,,,,,,,,,,,,0.994071,751,,
,,,,,,,,,,,,0.994083,751,,
,,,,,,,,,,,,0.994096,751,,
,,,,,,,,,,,,0.994108,751,,
,,,,,,,,,,,,0.99412,751,,
,,,,,,,,,,,,0.994133,751,,
,,,,,,,,,,,,0.994145,751,,
,,,,,,,,,,,,0.994157,750,,
,,,,,,,,,,,,0.99417,750,,
,,,,,,,,,,,,0.994182,750,,
,,,,,,,,,,,,0.994194,750,,
,,,,,,,,,,,,0.994207,750,,
,,,,,,,,,,,,0.994219,750,,
,,,,,,,,,,,,0.994231,750,,
,,,,,,,,,,,,0.994243,750,,
,,,,,,,,,,,,0.994256,750,,
,,,,,,,,,,,,0.994268,750,,
,,,,,,,,,,,,0.99428,750,,
,,,,,,,,,,,,0.994293,750,,
,,,,,,,,,,,,0.994305,750,,
,,,,,,,,,,,,0.994317,750,,
,,,,,,,,,,,,0.99433,750,,
,,,,,,,,,,,,0.994342,750,,
,,,,,,,,,,,,0.994354,750,,
,,,,,,,,,,,,0.994367,750,,
,,,,,,,,,,,,0.994379,750,,
,,,,,,,,,,,,0.994391,750,,
,,,,,,,,,,,,0.994404,750,,
,,,,,,,,,,,,0.994416,750,,
,,,,,,,,,,,,0.994428,750,,
,,,,,,,,,,,,0.99444,750,,
,,,,,,,,,,,,0.994453,750,,
,,,,,,,,,,,,0.994465,750,,
,,,,,,,,,,,,0.994477,750,,
,,,,,,,,,,,,0.99449,750,,
,,,,,,,,,,,,0.994502,750,,
,,,,,,,,,,,,0.994514,751,,
,,,,,,,,,,,,0.994527,751,,
,,,,,,,,,,,,0.994539,751,,
,,,,,,,,,,,,0.994551,751,,
,,,,,,,,,,,,0.994564,751,,
,,,,,,,,,,,,0.994576,751,,
,,,,,,,,,,,,0.994588,751,,
,,,,,,,,,,,,0.994601,751,,
,,,,,,,,,,,,0.994613,751,,
,,,,,,,,,,,,0.994625,752,,
,,,,,,,,,,,,0.994638,752,,
,,,,,,,,,,,,0.99465,752,,
,,,,,,,,,,,,0.994662,752,,
,,,,,,,,,,,,0.994674,752,,
,,,,,,,,,,,,0.994687,752,,
,,,,,,,,,,,,0.994699,752,,
,,,,,,,,,,,,0.994711,752,,
,,,,,,,,,,,,0.994724,752,,
,,,,,,,,,,,,0.994736,752,,
,,,,,,,,,,,,0.994748,752,,
,,,,,,,,,,,,0.994761,752,,
,,,,,,,,,,,,0.994773,752,,
,,,,,,,,,,,,0.994785,752,,
,,,,,,,,,,,,0.994798,752,,
,,,,,,,,,,,,0.99481,752,,
,,,,,,,,,,,,0.994822,752,,
,,,,,,,,,,,,0.994835,752,,
,,,,,,,,,,,,0.994847,752,,
,,,,,,,,,,,,0.994859,752,,
,,,,,,,,,,,,0.994872,752,,
,,,,,,,,,,,,0.994884,752,,
,,,,,,,,,,,,0.994896,752,,
,,,,,,,,,,,,0.994908,752,,
,,,,,,,,,,,,0.994921,752,,
,,,,,,,,,,,,0.994933,752,,
,,,,,,,,,,,,0.994945,752,,
,,,,,,,,,,,,0.994958,752,,
,,,,,,,,,,,,0.99497,752,,
,,,,,,,,,,,,0.994982,752,,
,,,,,,,,,,,,0.994995,751,,
,,,,,,,,,,,,0.995007,751,,
,,,,,,,,,,,,0.995019,751,,
,,,,,,,,,,,,0.995032,751,,
,,,,,,,,,,,,0.995044,751,,
,,,,,,,,,,,,0.995056,751,,
,,,,,,,,,,,,0.995069,751,,
,,,,,,,,,,,,0.995081,751,,
,,,,,,,,,,,,0.995093,751,,
,,,,,,,,,,,,0.995106,751,,
,,,,,,,,,,,,0.995118,751,,
,,,,,,,,,,,,0.99513,751,,
,,,,,,,,,,,,0.995142,751,,
,,,,,,,,,,,,0.995155,751,,
,,,,,,,,,,,,0.995167,751,,
,,,,,,,,,,,,0.995179,751,,
,,,,,,,,,,,,0.995192,751,,
,,,,,,,,,,,,0.995204,752,,
,,,,,,,,,,,,0.995216,752,,
,,,,,,,,,,,,0.995229,752,,
,,,,,,,,,,,,0.995241,752,,
,,,,,,,,,,,,0.995253,752,,
,,,,,,,,,,,,0.995266,752,,
,,,,,,,,,,,,0.995278,752,,
,,,,,,,,,,,,0.99529,752,,
,,,,,,,,,,,,0.995303,752,,
,,,,,,,,,,,,0.995315,752,,
,,,,,,,,,,,,0.995327,752,,
,,,,,,,,,,,,0.995339,752,,
,,,,,,,,,,,,0.995352,752,,
,,,,,,,,,,,,0.995364,752,,
,,,,,,,,,,,,0.995376,752,,
,,,,,,,,,,,,0.995389,752,,
,,,,,,,,,,,,0.995401,752,,
,,,,,,,,,,,,0.995413,752,,
,,,,,,,,,,,,0.995426,752,,
,,,,,,,,,,,,0.995438,752,,
,,,,,,,,,,,,0.99545,752,,
,,,,,,,,,,,,0.995463,752,,
,,,,,,,,,,,,0.995475,752,,
,,,,,,,,,,,,0.995487,751,,
,,,,,,,,,,,,0.9955,751,,
,,,,,,,,,,,,0.995512,751,,
,,,,,,,,,,,,0.995524,751,,
,,,,,,,,,,,,0.995537,751,,
,,,,,,,,,,,,0.995549,751,,
,,,,,,,,,,,,0.995561,751,,
,,,,,,,,,,,,0.995573,751,,
,,,,,,,,,,,,0.995586,751,,
,,,,,,,,,,,,0.995598,751,,
,,,,,,,,,,,,0.99561,751,,
,,,,,,,,,,,,0.995623,750,,
,,,,,,,,,,,,0.995635,750,,
,,,,,,,,,,,,0.995647,750,,
,,,,,,,,,,,,0.99566,750,,
,,,,,,,,,,,,0.995672,750,,
,,,,,,,,,,,,0.995684,750,,
,,,,,,,,,,,,0.995697,750,,
,,,,,,,,,,,,0.995709,750,,
,,,,,,,,,,,,0.995721,750,,
,,,,,,,,,,,,0.995734,750,,
,,,,,,,,,,,,0.995746,750,,
,,,,,,,,,,,,0.995758,750,,
,,,,,,,,,,,,0.995771,750,,
,,,,,,,,,,,,0.995783,750,,
,,,,,,,,,,,,0.995795,750,,
,,,,,,,,,,,,0.995807,750,,
,,,,,,,,,,,,0.99582,750,,
,,,,,,,,,,,,0.995832,750,,
,,,,,,,,,,,,0.995844,750,,
,,,,,,,,,,,,0.995857,750,,
,,,,,,,,,,,,0.995869,750,,
,,,,,,,,,,,,0.995881,750,,
,,,,,,,,,,,,0.995894,750,,
,,,,,,,,,,,,0.995906,750,,
,,,,,,,,,,,,0.995918,750,,
,,,,,,,,,,,,0.995931,750,,
,,,,,,,,,,,,0.995943,750,,
,,,,,,,,,,,,0.995955,751,,
,,,,,,,,,,,,0.995968,751,,
,,,,,,,,,,,,0.99598,751,,
,,,,,,,,,,,,0.995992,751,,
,,,,,,,,,,,,0.996004,751,,
,,,,,,,,,,,,0.996017,751,,
,,,,,,,,,,,,0.996029,751,,
,,,,,,,,,,,,0.996041,751,,
,,,,,,,,,,,,0.996054,751,,
,,,,,,,,,,,,0.996066,751,,
,,,,,,,,,,,,0.996078,751,,
,,,,,,,,,,,,0.996091,751,,
,,,,,,,,,,,,0.996103,751,,
,,,,,,,,,,,,0.996115,751,,
,,,,,,,,,,,,0.996128,751,,
,,,,,,,,,,,,0.99614,751,,
,,,,,,,,,,,,0.996152,751,,
,,,,,,,,,,,,0.996165,751,,
,,,,,,,,,,,,0.996177,751,,
,,,,,,,,,,,,0.996189,751,,
,,,,,,,,,,,,0.996202,751,,
,,,,,,,,,,,,0.996214,751,,
,,,,,,,,,,,,0.996226,751,,
,,,,,,,,,,,,0.996238,751,,
,,,,,,,,,,,,0.996251,751,,
,,,,,,,,,,,,0.996263,751,,
,,,,,,,,,,,,0.996275,751,,
,,,,,,,,,,,,0.996288,752,,
,,,,,,,,,,,,0.9963,752,,
,,,,,,,,,,,,0.996312,752,,
,,,,,,,,,,,,0.996325,752,,
,,,,,,,,,,,,0.996337,752,,
,,,,,,,,,,,,0.996349,752,,
,,,,,,,,,,,,0.996362,752,,
,,,,,,,,,,,,0.996374,752,,
,,,,,,,,,,,,0.996386,753,,
,,,,,,,,,,,,0.996399,753,,
,,,,,,,,,,,,0.996411,753,,
,,,,,,,,,,,,0.996423,753,,
,,,,,,,,,,,,0.996436,753,,
,,,,,,,,,,,,0.996448,753,,
,,,,,,,,,,,,0.99646,754,,
,,,,,,,,,,,,0.996472,754,,
,,,,,,,,,,,,0.996485,754,,
,,,,,,,,,,,,0.996497,754,,
,,,,,,,,,,,,0.996509,754,,
,,,,,,,,,,,,0.996522,754,,
,,,,,,,,,,,,0.996534,754,,
,,,,,,,,,,,,0.996546,754,,
,,,,,,,,,,,,0.996559,754,,
,,,,,,,,,,,,0.996571,754,,
,,,,,,,,,,,,0.996583,755,,
,,,,,,,,,,,,0.996596,755,,
,,,,,,,,,,,,0.996608,755,,
,,,,,,,,,,,,0.99662,755,,
,,,,,,,,,,,,0.996633,755,,
,,,,,,,,,,,,0.996645,755,,
,,,,,,,,,,,,0.996657,755,,
,,,,,,,,,,,,0.99667,755,,
,,,,,,,,,,,,0.996682,755,,
,,,,,,,,,,,,0.996694,755,,
,,,,,,,,,,,,0.996706,755,,
,,,,,,,,,,,,0.996719,755,,
,,,,,,,,,,,,0.996731,755,,
,,,,,,,,,,,,0.996743,755,,
,,,,,,,,,,,,0.996756,755,,
,,,,,,,,,,,,0.996768,755,,
,,,,,,,,,,,,0.99678,755,,
,,,,,,,,,,,,0.996793,755,,
,,,,,,,,,,,,0.996805,755,,
,,,,,,,,,,,,0.996817,755,,
,,,,,,,,,,,,0.99683,755,,
,,,,,,,,,,,,0.996842,755,,
,,,,,,,,,,,,0.996854,755,,
,,,,,,,,,,,,0.996867,755,,
,,,,,,,,,,,,0.996879,755,,
,,,,,,,,,,,,0.996891,755,,
,,,,,,,,,,,,0.996903,755,,
,,,,,,,,,,,,0.996916,755,,
,,,,,,,,,,,,0.996928,755,,
,,,,,,,,,,,,0.99694,755,,
,,,,,,,,,,,,0.996953,755,,
,,,,,,,,,,,,0.996965,755,,
,,,,,,,,,,,,0.996977,755,,
,,,,,,,,,,,,0.99699,755,,
,,,,,,,,,,,,0.997002,755,,
,,,,,,,,,,,,0.997014,755,,
,,,,,,,,,,,,0.997027,755,,
,,,,,,,,,,,,0.997039,755,,
,,,,,,,,,,,,0.997051,755,,
,,,,,,,,,,,,0.997064,756,,
,,,,,,,,,,,,0.997076,756,,
,,,,,,,,,,,,0.997088,756,,
,,,,,,,,,,,,0.997101,756,,
,,,,,,,,,,,,0.997113,756,,
,,,,,,,,,,,,0.997125,756,,
,,,,,,,,,,,,0.997137,756,,
,,,,,,,,,,,,0.99715,756,,
,,,,,,,,,,,,0.997162,757,,
,,,,,,,,,,,,0.997174,757,,
,,,,,,,,,,,,0.997187,757,,
,,,,,,,,,,,,0.997199,757,,
,,,,,,,,,,,,0.997211,757,,
,,,,,,,,,,,,0.997224,757,,
,,,,,,,,,,,,0.997236,757,,
,,,,,,,,,,,,0.997248,757,,
,,,,,,,,,,,,0.997261,757,,
,,,,,,,,,,,,0.997273,757,,
,,,,,,,,,,,,0.997285,758,,
,,,,,,,,,,,,0.997298,758,,
,,,,,,,,,,,,0.99731,758,,
,,,,,,,,,,,,0.997322,758,,
,,,,,,,,,,,,0.997335,758,,
,,,,,,,,,,,,0.997347,758,,
,,,,,,,,,,,,0.997359,758,,
,,,,,,,,,,,,0.997371,758,,
,,,,,,,,,,,,0.997384,758,,
,,,,,,,,,,,,0.997396,758,,
,,,,,,,,,,,,0.997408,758,,
,,,,,,,,,,,,0.997421,758,,
,,,,,,,,,,,,0.997433,758,,
,,,,,,,,,,,,0.997445,758,,
