Dx5,Fx5,Dx4,Fx4,Dx3,Fx3,Dx2,Fx2,Dx1.5,Fx1.5,Dx1.2,Fx1.2,Dx1,Fx1,Dx0.875,Fx0.875
,,,,,,,,0.788142,573,0.803744,549,0.772917,586,0.770553,740
,,,,,,,,0.788163,573,0.803759,549,0.77293,587,0.770564,740
,,,,,,,,0.788183,573,0.803775,549,0.772942,587,0.770575,740
,,,,,,,,0.788203,573,0.80379,549,0.772954,587,0.770586,740
,,,,,,,,0.788223,573,0.803806,549,0.772967,587,0.770597,740
,,,,,,,,0.788244,574,0.803821,549,0.772979,587,0.770608,740
,,,,,,,,0.788264,574,0.803836,549,0.772991,587,0.770619,740
,,,,,,,,0.788284,574,0.803852,549,0.773004,587,0.77063,740
,,,,,,,,0.788304,574,0.803867,549,0.773016,587,0.770641,740
,,,,,,,,0.788325,574,0.803882,549,0.773028,586,0.770652,740
,,,,,,,,0.788345,574,0.803898,549,0.77304,586,0.770664,740
,,,,,,,,0.788365,574,0.803913,549,0.773053,586,0.770675,740
,,,,,,,,0.788385,574,0.803928,549,0.773065,586,0.770686,740
,,,,,,,,0.788405,574,0.803944,548,0.773077,586,0.770697,740
,,,,,,,,0.788426,574,0.803959,548,0.77309,586,0.770708,740
,,,,,,,,0.788446,573,0.803975,548,0.773102,586,0.770719,740
,,,,,,,,0.788466,573,0.80399,548,0.773114,586,0.77073,740
,,,,,,,,0.788486,573,0.804005,548,0.773127,586,0.770741,740
,,,,,,,,0.788507,573,0.804021,548,0.773139,586,0.770752,740
,,,,,,,,0.788527,572,0.804036,548,0.773151,586,0.770763,740
,,,,,,,,0.788547,572,0.804051,547,0.773164,586,0.770774,740
,,,,,,,,0.788567,572,0.804067,547,0.773176,586,0.770785,740
,,,,,,,,0.788588,572,0.804082,547,0.773188,586,0.770797,740
,,,,,,,,0.788608,572,0.804097,547,0.773201,586,0.770808,740
,,,,,,,,0.788628,572,0.804113,547,0.773213,586,0.770819,740
,,,,,,,,0.788648,572,0.804128,547,0.773225,586,0.77083,740
,,,,,,,,0.788669,572,0.804144,547,0.773238,586,0.770841,740
,,,,,,,,0.788689,572,0.804159,547,0.77325,586,0.770852,740
,,,,,,,,0.788709,572,0.804174,547,0.773262,586,0.770863,740
,,,,,,,,0.788729,572,0.80419,547,0.773274,586,0.770874,740
,,,,,,,,0.78875,572,0.804205,547,0.773287,586,0.770885,740
,,,,,,,,0.78877,572,0.80422,547,0.773299,586,0.770896,740
,,,,,,,,0.78879,572,0.804236,547,0.773311,586,0.770907,740
,,,,,,,,0.78881,572,0.804251,547,0.773324,586,0.770918,740
,,,,,,,,0.788831,572,0.804266,547,0.773336,586,0.77093,740
,,,,,,,,0.788851,572,0.804282,547,0.773348,586,0.770941,740
,,,,,,,,0.788871,572,0.804297,547,0.773361,585,0.770952,741
,,,,,,,,0.788891,572,0.804313,547,0.773373,585,0.770963,741
,,,,,,,,0.788912,572,0.804328,547,0.773385,585,0.770974,741
,,,,,,,,0.788932,572,0.804343,547,0.773398,585,0.770985,741
,,,,,,,,0.788952,572,0.804359,547,0.77341,585,0.770996,741
,,,,,,,,0.788972,572,0.804374,547,0.773422,585,0.771007,741
,,,,,,,,0.788993,572,0.804389,547,0.773435,585,0.771018,741
,,,,,,,,0.789013,572,0.804405,547,0.773447,585,0.771029,741
,,,,,,,,0.789033,572,0.80442,547,0.773459,585,0.77104,741
,,,,,,,,0.789053,572,0.804435,547,0.773472,584,0.771051,741
,,,,,,,,0.789074,572,0.804451,547,0.773484,584,0.771063,741
,,,,,,,,0.789094,572,0.804466,547,0.773496,584,0.771074,741
,,,,,,,,0.789114,572,0.804482,547,0.773508,584,0.771085,741
,,,,,,,,0.789134,572,0.804497,547,0.773521,584,0.771096,742
,,,,,,,,0.789155,572,0.804512,547,0.773533,583,0.771107,742
,,,,,,,,0.789175,572,0.804528,547,0.773545,583,0.771118,742
,,,,,,,,0.789195,572,0.804543,547,0.773558,583,0.771129,742
,,,,,,,,0.789215,572,0.804558,547,0.77357,583,0.77114,742
,,,,,,,,0.789236,572,0.804574,547,0.773582,582,0.771151,742
,,,,,,,,0.789256,572,0.804589,547,0.773595,582,0.771162,742
,,,,,,,,0.789276,572,0.804604,547,0.773607,582,0.771173,742
,,,,,,,,0.789296,572,0.80462,547,0.773619,582,0.771184,742
,,,,,,,,0.789317,572,0.804635,547,0.773632,582,0.771196,742
,,,,,,,,0.789337,572,0.804651,547,0.773644,582,0.771207,742
,,,,,,,,0.789357,572,0.804666,547,0.773656,582,0.771218,742
,,,,,,,,0.789377,572,0.804681,547,0.773669,582,0.771229,742
,,,,,,,,0.789398,572,0.804697,547,0.773681,582,0.77124,742
,,,,,,,,0.789418,572,0.804712,547,0.773693,582,0.771251,742
,,,,,,,,0.789438,572,0.804727,547,0.773705,582,0.771262,743
,,,,,,,,0.789458,572,0.804743,547,0.773718,582,0.771273,743
,,,,,,,,0.789479,572,0.804758,547,0.77373,582,0.771284,743
,,,,,,,,0.789499,572,0.804773,547,0.773742,582,0.771295,743
,,,,,,,,0.789519,572,0.804789,547,0.773755,582,0.771306,743
,,,,,,,,0.789539,572,0.804804,547,0.773767,582,0.771317,743
,,,,,,,,0.78956,572,0.80482,547,0.773779,582,0.771329,743
,,,,,,,,0.78958,572,0.804835,547,0.773792,582,0.77134,743
,,,,,,,,0.7896,572,0.80485,547,0.773804,582,0.771351,743
,,,,,,,,0.78962,572,0.804866,547,0.773816,582,0.771362,743
,,,,,,,,0.789641,571,0.804881,547,0.773829,583,0.771373,743
,,,,,,,,0.789661,571,0.804896,547,0.773841,583,0.771384,743
,,,,,,,,0.789681,571,0.804912,547,0.773853,583,0.771395,743
,,,,,,,,0.789701,571,0.804927,547,0.773866,583,0.771406,744
,,,,,,,,0.789722,571,0.804942,547,0.773878,583,0.771417,744
,,,,,,,,0.789742,571,0.804958,548,0.77389,583,0.771428,744
,,,,,,,,0.789762,571,0.804973,548,0.773903,583,0.771439,744
,,,,,,,,0.789782,571,0.804989,548,0.773915,583,0.771451,744
,,,,,,,,0.789803,571,0.805004,548,0.773927,583,0.771462,744
,,,,,,,,0.789823,571,0.805019,548,0.773939,583,0.771473,744
,,,,,,,,0.789843,571,0.805035,548,0.773952,583,0.771484,744
,,,,,,,,0.789863,570,0.80505,549,0.773964,583,0.771495,744
,,,,,,,,0.789884,570,0.805065,549,0.773976,583,0.771506,744
,,,,,,,,0.789904,570,0.805081,549,0.773989,583,0.771517,744
,,,,,,,,0.789924,570,0.805096,549,0.774001,583,0.771528,744
,,,,,,,,0.789944,569,0.805111,549,0.774013,583,0.771539,744
,,,,,,,,0.789965,569,0.805127,549,0.774026,583,0.77155,744
,,,,,,,,0.789985,569,0.805142,549,0.774038,583,0.771561,744
,,,,,,,,0.790005,569,0.805158,549,0.77405,583,0.771572,744
,,,,,,,,0.790025,569,0.805173,549,0.774063,583,0.771584,744
,,,,,,,,0.790046,569,0.805188,549,0.774075,583,0.771595,744
,,,,,,,,0.790066,569,0.805204,549,0.774087,583,0.771606,744
,,,,,,,,0.790086,569,0.805219,549,0.7741,583,0.771617,744
,,,,,,,,0.790106,569,0.805234,549,0.774112,583,0.771628,744
,,,,,,,,0.790127,569,0.80525,549,0.774124,583,0.771639,744
,,,,,,,,0.790147,569,0.805265,549,0.774137,583,0.77165,744
,,,,,,,,0.790167,569,0.80528,549,0.774149,583,0.771661,744
,,,,,,,,0.790187,569,0.805296,549,0.774161,583,0.771672,744
,,,,,,,,0.790207,569,0.805311,549,0.774173,583,0.771683,744
,,,,,,,,0.790228,569,0.805327,549,0.774186,583,0.771694,744
,,,,,,,,0.790248,569,0.805342,549,0.774198,583,0.771705,744
,,,,,,,,0.790268,569,0.805357,549,0.77421,583,0.771717,744
,,,,,,,,0.790288,570,0.805373,549,0.774223,582,0.771728,744
,,,,,,,,0.790309,570,0.805388,549,0.774235,582,0.771739,744
,,,,,,,,0.790329,570,0.805403,549,0.774247,582,0.77175,744
,,,,,,,,0.790349,570,0.805419,549,0.77426,582,0.771761,744
,,,,,,,,0.790369,570,0.805434,549,0.774272,582,0.771772,744
,,,,,,,,0.79039,570,0.805449,549,0.774284,582,0.771783,744
,,,,,,,,0.79041,570,0.805465,549,0.774297,582,0.771794,744
,,,,,,,,0.79043,570,0.80548,549,0.774309,582,0.771805,744
,,,,,,,,0.79045,571,0.805496,549,0.774321,583,0.771816,744
,,,,,,,,0.790471,571,0.805511,549,0.774334,583,0.771827,743
,,,,,,,,0.790491,571,0.805526,549,0.774346,583,0.771838,743
,,,,,,,,0.790511,571,0.805542,549,0.774358,583,0.77185,743
,,,,,,,,0.790531,571,0.805557,549,0.77437,583,0.771861,743
,,,,,,,,0.790552,571,0.805572,549,0.774383,583,0.771872,743
,,,,,,,,0.790572,571,0.805588,549,0.774395,583,0.771883,743
,,,,,,,,0.790592,571,0.805603,549,0.774407,583,0.771894,743
,,,,,,,,0.790612,571,0.805618,548,0.77442,583,0.771905,743
,,,,,,,,0.790633,571,0.805634,548,0.774432,584,0.771916,743
,,,,,,,,0.790653,572,0.805649,548,0.774444,584,0.771927,743
,,,,,,,,0.790673,572,0.805665,548,0.774457,584,0.771938,743
,,,,,,,,0.790693,572,0.80568,548,0.774469,584,0.771949,743
,,,,,,,,0.790714,572,0.805695,548,0.774481,584,0.77196,743
,,,,,,,,0.790734,572,0.805711,548,0.774494,584,0.771971,743
,,,,,,,,0.790754,572,0.805726,548,0.774506,584,0.771983,743
,,,,,,,,0.790774,572,0.805741,548,0.774518,584,0.771994,742
,,,,,,,,0.790795,572,0.805757,548,0.774531,584,0.772005,742
,,,,,,,,0.790815,573,0.805772,548,0.774543,584,0.772016,742
,,,,,,,,0.790835,573,0.805787,548,0.774555,584,0.772027,742
,,,,,,,,0.790855,573,0.805803,548,0.774568,584,0.772038,742
,,,,,,,,0.790876,573,0.805818,548,0.77458,584,0.772049,742
,,,,,,,,0.790896,573,0.805834,548,0.774592,584,0.77206,742
,,,,,,,,0.790916,574,0.805849,548,0.774604,585,0.772071,742
,,,,,,,,0.790936,574,0.805864,548,0.774617,585,0.772082,742
,,,,,,,,0.790957,574,0.80588,548,0.774629,585,0.772093,742
,,,,,,,,0.790977,574,0.805895,548,0.774641,585,0.772105,742
,,,,,,,,0.790997,574,0.80591,548,0.774654,585,0.772116,742
,,,,,,,,0.791017,574,0.805926,548,0.774666,585,0.772127,742
,,,,,,,,0.791038,574,0.805941,548,0.774678,585,0.772138,742
,,,,,,,,0.791058,574,0.805956,548,0.774691,585,0.772149,743
,,,,,,,,0.791078,574,0.805972,548,0.774703,585,0.77216,743
,,,,,,,,0.791098,574,0.805987,548,0.774715,585,0.772171,743
,,,,,,,,0.791119,574,0.806002,548,0.774728,585,0.772182,743
,,,,,,,,0.791139,574,0.806018,548,0.77474,585,0.772193,743
,,,,,,,,0.791159,574,0.806033,548,0.774752,585,0.772204,743
,,,,,,,,0.791179,574,0.806049,548,0.774765,585,0.772215,743
,,,,,,,,0.7912,574,0.806064,548,0.774777,585,0.772226,743
,,,,,,,,0.79122,574,0.806079,548,0.774789,585,0.772238,743
,,,,,,,,0.79124,574,0.806095,548,0.774802,585,0.772249,743
,,,,,,,,0.79126,574,0.80611,549,0.774814,585,0.77226,743
,,,,,,,,0.791281,574,0.806125,549,0.774826,584,0.772271,743
,,,,,,,,0.791301,574,0.806141,549,0.774838,584,0.772282,743
,,,,,,,,0.791321,575,0.806156,549,0.774851,584,0.772293,743
,,,,,,,,0.791341,575,0.806171,549,0.774863,584,0.772304,743
,,,,,,,,0.791362,575,0.806187,549,0.774875,584,0.772315,743
,,,,,,,,0.791382,575,0.806202,549,0.774888,584,0.772326,743
,,,,,,,,0.791402,574,0.806218,549,0.7749,583,0.772337,743
,,,,,,,,0.791422,574,0.806233,550,0.774912,583,0.772348,743
,,,,,,,,0.791443,574,0.806248,550,0.774925,583,0.772359,743
,,,,,,,,0.791463,574,0.806264,550,0.774937,583,0.772371,743
,,,,,,,,0.791483,574,0.806279,550,0.774949,583,0.772382,743
,,,,,,,,0.791503,574,0.806294,550,0.774962,583,0.772393,743
,,,,,,,,0.791524,573,0.80631,550,0.774974,583,0.772404,744
,,,,,,,,0.791544,573,0.806325,550,0.774986,583,0.772415,744
,,,,,,,,0.791564,573,0.80634,550,0.774999,583,0.772426,744
,,,,,,,,0.791584,573,0.806356,550,0.775011,583,0.772437,744
,,,,,,,,0.791605,573,0.806371,550,0.775023,583,0.772448,744
,,,,,,,,0.791625,573,0.806387,550,0.775036,583,0.772459,744
,,,,,,,,0.791645,573,0.806402,550,0.775048,583,0.77247,744
,,,,,,,,0.791665,573,0.806417,550,0.77506,583,0.772481,744
,,,,,,,,0.791686,573,0.806433,550,0.775072,583,0.772492,744
,,,,,,,,0.791706,573,0.806448,550,0.775085,583,0.772504,744
,,,,,,,,0.791726,573,0.806463,550,0.775097,583,0.772515,744
,,,,,,,,0.791746,573,0.806479,550,0.775109,583,0.772526,744
,,,,,,,,0.791767,573,0.806494,551,0.775122,583,0.772537,744
,,,,,,,,0.791787,573,0.806509,551,0.775134,583,0.772548,744
,,,,,,,,0.791807,573,0.806525,551,0.775146,583,0.772559,744
,,,,,,,,0.791827,573,0.80654,551,0.775159,583,0.77257,744
,,,,,,,,0.791848,572,0.806556,551,0.775171,583,0.772581,744
,,,,,,,,0.791868,572,0.806571,551,0.775183,583,0.772592,744
,,,,,,,,0.791888,572,0.806586,551,0.775196,583,0.772603,744
,,,,,,,,0.791908,572,0.806602,551,0.775208,583,0.772614,744
,,,,,,,,0.791929,572,0.806617,551,0.77522,583,0.772625,744
,,,,,,,,0.791949,572,0.806632,551,0.775233,583,0.772637,744
,,,,,,,,0.791969,572,0.806648,551,0.775245,583,0.772648,744
,,,,,,,,0.791989,572,0.806663,551,0.775257,583,0.772659,744
,,,,,,,,0.792009,572,0.806678,551,0.775269,583,0.77267,744
,,,,,,,,0.79203,572,0.806694,551,0.775282,583,0.772681,744
,,,,,,,,0.79205,572,0.806709,551,0.775294,583,0.772692,744
,,,,,,,,0.79207,571,0.806725,551,0.775306,583,0.772703,744
,,,,,,,,0.79209,571,0.80674,551,0.775319,583,0.772714,744
,,,,,,,,0.792111,572,0.806755,551,0.775331,583,0.772725,744
,,,,,,,,0.792131,572,0.806771,551,0.775343,583,0.772736,744
,,,,,,,,0.792151,572,0.806786,551,0.775356,583,0.772747,744
,,,,,,,,0.792171,572,0.806801,551,0.775368,583,0.772759,744
,,,,,,,,0.792192,572,0.806817,551,0.77538,583,0.77277,744
,,,,,,,,0.792212,573,0.806832,551,0.775393,583,0.772781,744
,,,,,,,,0.792232,573,0.806847,551,0.775405,583,0.772792,744
,,,,,,,,0.792252,573,0.806863,552,0.775417,583,0.772803,744
,,,,,,,,0.792273,574,0.806878,552,0.77543,583,0.772814,744
,,,,,,,,0.792293,574,0.806894,552,0.775442,583,0.772825,744
,,,,,,,,0.792313,574,0.806909,552,0.775454,583,0.772836,744
,,,,,,,,0.792333,575,0.806924,552,0.775467,583,0.772847,744
,,,,,,,,0.792354,575,0.80694,552,0.775479,583,0.772858,744
,,,,,,,,0.792374,575,0.806955,552,0.775491,583,0.772869,744
,,,,,,,,0.792394,575,0.80697,552,0.775503,583,0.77288,744
,,,,,,,,0.792414,575,0.806986,552,0.775516,583,0.772892,744
,,,,,,,,0.792435,575,0.807001,552,0.775528,583,0.772903,744
,,,,,,,,0.792455,575,0.807016,552,0.77554,583,0.772914,744
,,,,,,,,0.792475,575,0.807032,552,0.775553,583,0.772925,744
,,,,,,,,0.792495,575,0.807047,552,0.775565,583,0.772936,744
,,,,,,,,0.792516,575,0.807063,552,0.775577,583,0.772947,744
,,,,,,,,0.792536,575,0.807078,551,0.77559,583,0.772958,744
,,,,,,,,0.792556,575,0.807093,551,0.775602,584,0.772969,744
,,,,,,,,0.792576,575,0.807109,551,0.775614,584,0.77298,744
,,,,,,,,0.792597,574,0.807124,551,0.775627,584,0.772991,744
,,,,,,,,0.792617,574,0.807139,551,0.775639,584,0.773002,744
,,,,,,,,0.792637,574,0.807155,551,0.775651,584,0.773013,744
,,,,,,,,0.792657,574,0.80717,551,0.775664,585,0.773025,744
,,,,,,,,0.792678,574,0.807185,551,0.775676,585,0.773036,744
,,,,,,,,0.792698,574,0.807201,551,0.775688,585,0.773047,744
,,,,,,,,0.792718,574,0.807216,550,0.775701,585,0.773058,744
,,,,,,,,0.792738,574,0.807232,550,0.775713,585,0.773069,744
,,,,,,,,0.792759,575,0.807247,550,0.775725,585,0.77308,744
,,,,,,,,0.792779,575,0.807262,550,0.775737,585,0.773091,744
,,,,,,,,0.792799,575,0.807278,550,0.77575,585,0.773102,744
,,,,,,,,0.792819,575,0.807293,550,0.775762,585,0.773113,744
,,,,,,,,0.79284,575,0.807308,550,0.775774,585,0.773124,745
,,,,,,,,0.79286,576,0.807324,549,0.775787,585,0.773135,745
,,,,,,,,0.79288,576,0.807339,549,0.775799,585,0.773146,745
,,,,,,,,0.7929,576,0.807354,549,0.775811,585,0.773158,745
,,,,,,,,0.792921,576,0.80737,549,0.775824,585,0.773169,745
,,,,,,,,0.792941,576,0.807385,549,0.775836,585,0.77318,745
,,,,,,,,0.792961,575,0.807401,549,0.775848,584,0.773191,745
,,,,,,,,0.792981,575,0.807416,549,0.775861,584,0.773202,745
,,,,,,,,0.793002,575,0.807431,549,0.775873,584,0.773213,745
,,,,,,,,0.793022,575,0.807447,549,0.775885,584,0.773224,745
,,,,,,,,0.793042,575,0.807462,549,0.775898,584,0.773235,745
,,,,,,,,0.793062,575,0.807477,549,0.77591,584,0.773246,745
,,,,,,,,0.793083,575,0.807493,549,0.775922,584,0.773257,745
,,,,,,,,0.793103,575,0.807508,549,0.775935,584,0.773268,745
,,,,,,,,0.793123,576,0.807523,549,0.775947,584,0.773279,745
,,,,,,,,0.793143,576,0.807539,549,0.775959,584,0.773291,745
,,,,,,,,0.793164,576,0.807554,549,0.775971,584,0.773302,745
,,,,,,,,0.793184,576,0.80757,549,0.775984,584,0.773313,745
,,,,,,,,0.793204,576,0.807585,549,0.775996,584,0.773324,745
,,,,,,,,0.793224,576,0.8076,550,0.776008,585,0.773335,745
,,,,,,,,0.793245,576,0.807616,550,0.776021,585,0.773346,745
,,,,,,,,0.793265,576,0.807631,550,0.776033,585,0.773357,746
,,,,,,,,0.793285,577,0.807646,550,0.776045,585,0.773368,746
,,,,,,,,0.793305,577,0.807662,550,0.776058,585,0.773379,746
,,,,,,,,0.793326,576,0.807677,551,0.77607,585,0.77339,746
,,,,,,,,0.793346,576,0.807692,551,0.776082,585,0.773401,746
,,,,,,,,0.793366,576,0.807708,551,0.776095,585,0.773413,746
,,,,,,,,0.793386,576,0.807723,551,0.776107,585,0.773424,747
,,,,,,,,0.793407,576,0.807739,551,0.776119,585,0.773435,747
,,,,,,,,0.793427,576,0.807754,552,0.776132,585,0.773446,747
,,,,,,,,0.793447,576,0.807769,552,0.776144,585,0.773457,747
,,,,,,,,0.793467,576,0.807785,552,0.776156,585,0.773468,747
,,,,,,,,0.793488,577,0.8078,552,0.776168,585,0.773479,747
,,,,,,,,0.793508,577,0.807815,552,0.776181,585,0.77349,747
,,,,,,,,0.793528,577,0.807831,552,0.776193,585,0.773501,748
,,,,,,,,0.793548,577,0.807846,551,0.776205,585,0.773512,748
,,,,,,,,0.793569,577,0.807861,551,0.776218,585,0.773523,748
,,,,,,,,0.793589,577,0.807877,551,0.77623,585,0.773534,748
,,,,,,,,0.793609,577,0.807892,551,0.776242,585,0.773546,748
,,,,,,,,0.793629,577,0.807908,551,0.776255,585,0.773557,748
,,,,,,,,0.79365,577,0.807923,551,0.776267,585,0.773568,748
,,,,,,,,0.79367,577,0.807938,551,0.776279,585,0.773579,748
,,,,,,,,0.79369,577,0.807954,551,0.776292,584,0.77359,748
,,,,,,,,0.79371,577,0.807969,552,0.776304,584,0.773601,748
,,,,,,,,0.793731,577,0.807984,552,0.776316,584,0.773612,748
,,,,,,,,0.793751,577,0.808,552,0.776329,584,0.773623,748
,,,,,,,,0.793771,577,0.808015,552,0.776341,584,0.773634,749
,,,,,,,,0.793791,577,0.80803,552,0.776353,584,0.773645,749
,,,,,,,,0.793811,577,0.808046,552,0.776366,584,0.773656,749
,,,,,,,,0.793832,577,0.808061,552,0.776378,584,0.773667,749
,,,,,,,,0.793852,577,0.808077,553,0.77639,584,0.773679,749
,,,,,,,,0.793872,577,0.808092,553,0.776402,584,0.77369,749
,,,,,,,,0.793892,577,0.808107,552,0.776415,584,0.773701,749
,,,,,,,,0.793913,577,0.808123,552,0.776427,584,0.773712,749
,,,,,,,,0.793933,577,0.808138,552,0.776439,584,0.773723,750
,,,,,,,,0.793953,577,0.808153,552,0.776452,584,0.773734,750
,,,,,,,,0.793973,577,0.808169,552,0.776464,584,0.773745,750
,,,,,,,,0.793994,576,0.808184,552,0.776476,584,0.773756,750
,,,,,,,,0.794014,576,0.808199,551,0.776489,584,0.773767,750
,,,,,,,,0.794034,576,0.808215,551,0.776501,584,0.773778,750
,,,,,,,,0.794054,576,0.80823,551,0.776513,585,0.773789,750
,,,,,,,,0.794075,576,0.808246,551,0.776526,585,0.7738,751
,,,,,,,,0.794095,576,0.808261,551,0.776538,585,0.773812,751
,,,,,,,,0.794115,576,0.808276,551,0.77655,585,0.773823,751
,,,,,,,,0.794135,576,0.808292,551,0.776563,585,0.773834,751
,,,,,,,,0.794156,576,0.808307,551,0.776575,585,0.773845,751
,,,,,,,,0.794176,576,0.808322,552,0.776587,585,0.773856,751
,,,,,,,,0.794196,576,0.808338,552,0.7766,585,0.773867,751
,,,,,,,,0.794216,576,0.808353,552,0.776612,585,0.773878,751
,,,,,,,,0.794237,576,0.808368,552,0.776624,586,0.773889,751
,,,,,,,,0.794257,577,0.808384,553,0.776636,586,0.7739,751
,,,,,,,,0.794277,577,0.808399,553,0.776649,586,0.773911,751
,,,,,,,,0.794297,577,0.808415,553,0.776661,586,0.773922,750
,,,,,,,,0.794318,577,0.80843,553,0.776673,586,0.773933,750
,,,,,,,,0.794338,577,0.808445,554,0.776686,586,0.773945,750
,,,,,,,,0.794358,577,0.808461,554,0.776698,586,0.773956,750
,,,,,,,,0.794378,577,0.808476,554,0.77671,586,0.773967,750
,,,,,,,,0.794399,577,0.808491,554,0.776723,586,0.773978,749
,,,,,,,,0.794419,577,0.808507,554,0.776735,586,0.773989,749
,,,,,,,,0.794439,577,0.808522,554,0.776747,586,0.774,749
,,,,,,,,0.794459,577,0.808537,554,0.77676,586,0.774011,749
,,,,,,,,0.79448,577,0.808553,554,0.776772,586,0.774022,749
,,,,,,,,0.7945,577,0.808568,554,0.776784,586,0.774033,749
,,,,,,,,0.79452,577,0.808584,554,0.776797,586,0.774044,748
,,,,,,,,0.79454,577,0.808599,554,0.776809,586,0.774055,748
,,,,,,,,0.794561,577,0.808614,554,0.776821,586,0.774067,748
,,,,,,,,0.794581,577,0.80863,554,0.776834,586,0.774078,748
,,,,,,,,0.794601,577,0.808645,554,0.776846,586,0.774089,748
,,,,,,,,0.794621,577,0.80866,555,0.776858,585,0.7741,748
,,,,,,,,0.794642,577,0.808676,555,0.77687,585,0.774111,748
,,,,,,,,0.794662,577,0.808691,555,0.776883,585,0.774122,748
,,,,,,,,0.794682,577,0.808706,555,0.776895,585,0.774133,748
,,,,,,,,0.794702,577,0.808722,555,0.776907,585,0.774144,748
,,,,,,,,0.794723,577,0.808737,555,0.77692,585,0.774155,748
,,,,,,,,0.794743,577,0.808753,555,0.776932,585,0.774166,748
,,,,,,,,0.794763,577,0.808768,556,0.776944,585,0.774177,748
,,,,,,,,0.794783,577,0.808783,556,0.776957,585,0.774188,748
,,,,,,,,0.794804,577,0.808799,556,0.776969,585,0.7742,748
,,,,,,,,0.794824,577,0.808814,556,0.776981,585,0.774211,748
,,,,,,,,0.794844,577,0.808829,556,0.776994,585,0.774222,748
,,,,,,,,0.794864,577,0.808845,556,0.777006,585,0.774233,748
,,,,,,,,0.794885,577,0.80886,556,0.777018,585,0.774244,748
,,,,,,,,0.794905,577,0.808875,556,0.777031,585,0.774255,748
,,,,,,,,0.794925,577,0.808891,555,0.777043,585,0.774266,748
,,,,,,,,0.794945,576,0.808906,555,0.777055,585,0.774277,748
,,,,,,,,0.794966,576,0.808922,555,0.777067,585,0.774288,748
,,,,,,,,0.794986,576,0.808937,555,0.77708,584,0.774299,748
,,,,,,,,0.795006,576,0.808952,555,0.777092,584,0.77431,747
,,,,,,,,0.795026,576,0.808968,555,0.777104,584,0.774321,747
,,,,,,,,0.795047,576,0.808983,555,0.777117,584,0.774333,747
,,,,,,,,0.795067,576,0.808998,555,0.777129,584,0.774344,747
,,,,,,,,0.795087,576,0.809014,555,0.777141,584,0.774355,747
,,,,,,,,0.795107,576,0.809029,555,0.777154,584,0.774366,747
,,,,,,,,0.795128,575,0.809044,555,0.777166,585,0.774377,747
,,,,,,,,0.795148,575,0.80906,555,0.777178,585,0.774388,747
,,,,,,,,0.795168,575,0.809075,555,0.777191,585,0.774399,747
,,,,,,,,0.795188,575,0.809091,555,0.777203,585,0.77441,747
,,,,,,,,0.795209,575,0.809106,555,0.777215,585,0.774421,747
,,,,,,,,0.795229,575,0.809121,555,0.777228,585,0.774432,747
,,,,,,,,0.795249,575,0.809137,555,0.77724,586,0.774443,747
,,,,,,,,0.795269,575,0.809152,554,0.777252,586,0.774454,747
,,,,,,,,0.79529,575,0.809167,554,0.777265,586,0.774466,747
,,,,,,,,0.79531,575,0.809183,554,0.777277,586,0.774477,747
,,,,,,,,0.79533,575,0.809198,554,0.777289,586,0.774488,747
,,,,,,,,0.79535,575,0.809213,554,0.777301,587,0.774499,747
,,,,,,,,0.795371,574,0.809229,554,0.777314,587,0.77451,747
,,,,,,,,0.795391,574,0.809244,554,0.777326,587,0.774521,747
,,,,,,,,0.795411,574,0.80926,554,0.777338,587,0.774532,747
,,,,,,,,0.795431,574,0.809275,554,0.777351,587,0.774543,747
,,,,,,,,0.795452,574,0.80929,553,0.777363,587,0.774554,747
,,,,,,,,0.795472,574,0.809306,553,0.777375,587,0.774565,747
,,,,,,,,0.795492,574,0.809321,553,0.777388,587,0.774576,747
,,,,,,,,0.795512,574,0.809336,553,0.7774,587,0.774587,747
,,,,,,,,0.795533,574,0.809352,553,0.777412,587,0.774599,747
,,,,,,,,0.795553,575,0.809367,552,0.777425,587,0.77461,747
,,,,,,,,0.795573,575,0.809382,552,0.777437,587,0.774621,747
,,,,,,,,0.795593,575,0.809398,552,0.777449,588,0.774632,747
,,,,,,,,0.795613,575,0.809413,552,0.777462,587,0.774643,747
,,,,,,,,0.795634,575,0.809429,552,0.777474,587,0.774654,747
,,,,,,,,0.795654,576,0.809444,552,0.777486,587,0.774665,747
,,,,,,,,0.795674,576,0.809459,552,0.777499,587,0.774676,747
,,,,,,,,0.795694,576,0.809475,552,0.777511,587,0.774687,747
,,,,,,,,0.795715,576,0.80949,552,0.777523,587,0.774698,747
,,,,,,,,0.795735,576,0.809505,552,0.777535,587,0.774709,747
,,,,,,,,0.795755,576,0.809521,551,0.777548,587,0.77472,747
,,,,,,,,0.795775,576,0.809536,551,0.77756,587,0.774732,747
,,,,,,,,0.795796,575,0.809551,551,0.777572,587,0.774743,746
,,,,,,,,0.795816,575,0.809567,551,0.777585,587,0.774754,746
,,,,,,,,0.795836,575,0.809582,552,0.777597,587,0.774765,746
,,,,,,,,0.795856,575,0.809598,552,0.777609,587,0.774776,746
,,,,,,,,0.795877,575,0.809613,552,0.777622,587,0.774787,746
,,,,,,,,0.795897,575,0.809628,552,0.777634,587,0.774798,746
,,,,,,,,0.795917,575,0.809644,552,0.777646,587,0.774809,746
,,,,,,,,0.795937,575,0.809659,552,0.777659,587,0.77482,746
